"","Taxa","MeanDecreaseGini","pvalue"
"k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mollicutes RF39|f__gut metagenome|g__gut metagenome","k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mollicutes RF39|f__gut metagenome|g__gut metagenome",0.167633671296789,1.30706054780131e-05
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Gordonibacter","k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Gordonibacter",0.158450861594853,2.8888470075022e-05
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Family XIII|g__[Eubacterium] brachy group","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Family XIII|g__[Eubacterium] brachy group",0.156568343937013,8.80366976890794e-06
"k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter","k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter",0.155065486677269,4.0032562049053e-06
"k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mollicutes RF39|f__uncultured bacterium|g__uncultured bacterium","k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mollicutes RF39|f__uncultured bacterium|g__uncultured bacterium",0.152097399957596,5.93442326343631e-06
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Betaproteobacteriales|f__Burkholderiaceae|g__Sutterella","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Betaproteobacteriales|f__Burkholderiaceae|g__Sutterella",0.149631455388623,6.4115163065495e-05
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella 7","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella 7",0.148175432886884,0.0010970505857231
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Butyricimonas","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Butyricimonas",0.147179580440685,3.82101653818264e-07
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium",0.144274972765258,0.000214092025846018
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella 2","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella 2",0.143464057950706,4.0032562049053e-06
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__[Eubacterium] ruminantium group","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__[Eubacterium] ruminantium group",0.138990277517972,8.05724514963592e-08
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae UCG-010","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae UCG-010",0.130847818218139,8.34288912027683e-07
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc",0.130816614685028,0.00166169445798351
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriales Incertae Sedis|g__Raoultibacter","k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriales Incertae Sedis|g__Raoultibacter",0.124756969597444,0.00166169445798351
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus",0.123595652708716,0.000482402936961704
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae UCG-010","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae UCG-010",0.117967139474543,1.30706054780131e-05
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania","k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania",0.116534012886226,0.000726513880057952
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Family XI|g__Finegoldia","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Family XI|g__Finegoldia",0.114932784989896,0.0010970505857231
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__[Eubacterium] fissicatena group","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__[Eubacterium] fissicatena group",0.111685550226231,6.4115163065495e-05
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio","k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio",0.110262978992818,4.0032562049053e-06
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella",0.109232788464405,0.000321048400688444
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus","k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus",0.109210496359339,0.00592153702414871
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae UCG-008","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae UCG-008",0.106810476364366,0.0142661867014469
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Family XIII|g__Family XIII UCG-001","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Family XIII|g__Family XIII UCG-001",0.0950433107342813,6.4115163065495e-05
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Raoultella","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Raoultella",0.0896924499612987,0.0224942712224497
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__metagenome","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__metagenome",0.0859546812972399,0.00166169445798351
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Negativibacillus","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Negativibacillus",0.0858909498272964,0.000321048400688444
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lactonifactor","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lactonifactor",0.0810819248705956,0.000726513880057952
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__DTU089","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__DTU089",0.0761523771982245,0.000482402936961704
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella",0.0748933542306125,0.000321048400688444
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium","k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium",0.0737364376165824,0.00915168885265007
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GCA-900066225","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GCA-900066225",0.0737213085052785,0.000726513880057952
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella",0.0702477616772635,0.00252617426850217
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Acetitomaculum","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Acetitomaculum",0.0688082989294295,0.0142661867014469
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Fournierella","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Fournierella",0.0668516523682938,0.000726513880057952
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Moryella","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Moryella",0.0650907965076471,0.00252617426850217
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae|g__Catabacter","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae|g__Catabacter",0.0642294238329327,0.00592153702414871
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__CAG-352","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__CAG-352",0.0633750901810124,0.00166169445798351
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Leifsonia","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Leifsonia",0.0619379948981383,0.0142661867014469
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae UCG-003","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae UCG-003",0.0611728655601244,0.0010970505857231
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia",0.0607753450740035,0.00915168885265007
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter",0.0606252580108671,0.0010970505857231
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella 6","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella 6",0.0577747968932464,0.0142661867014469
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus",0.0553138041842511,0.0224942712224497
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Tyzzerella","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Tyzzerella",0.0543589687937783,0.00385729282994253
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__uncultured|g__uncultured bacterium","k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__uncultured|g__uncultured bacterium",0.0535014325072318,0.0360316862182336
"k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Saccharimonadaceae|g__uncultured Candidatus Saccharibacteria bacterium","k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Saccharimonadaceae|g__uncultured Candidatus Saccharibacteria bacterium",0.0507607052775526,0.00385729282994253
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Family XI|g__Parvimonas","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Family XI|g__Parvimonas",0.0507256892810633,0.00252617426850217
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Peptococcus","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Peptococcus",0.0498957945495448,0.0224942712224497
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Family XI|g__Ezakiella","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Family XI|g__Ezakiella",0.0494522888254246,0.0142661867014469
"k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mollicutes RF39|f__uncultured bacterium adhufec202|g__uncultured bacterium adhufec202","k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mollicutes RF39|f__uncultured bacterium adhufec202|g__uncultured bacterium adhufec202",0.0488495916352884,0.0224942712224497
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae UCG-009","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae UCG-009",0.0475769052824473,0.00592153702414871
"k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera","k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera",0.0398136797109979,0.0360316862182336
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Howardella","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Howardella",0.0394651499200848,0.0142661867014469
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GCA-900066575","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GCA-900066575",0.0379561031930076,0.0224942712224497
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Family XI|g__Peptoniphilus","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Family XI|g__Peptoniphilus",0.0378651084264182,0.0142661867014469
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus",0.037463952693246,0.0360316862182336
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium",0.0347215085760742,0.0224942712224497
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium","k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium",0.0333815811411413,0.0360316862182336
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas",0.0313427443749998,0.0224942712224497
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae|g__Christensenella","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae|g__Christensenella",0.0292527161372783,0.0142661867014469
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Betaproteobacteriales|f__Burkholderiaceae|g__Oxalobacter","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Betaproteobacteriales|f__Burkholderiaceae|g__Oxalobacter",0.0277836389986255,0.0224942712224497
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__uncultured bacterium","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__uncultured bacterium",0.0274300030309264,0.0224942712224497
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Family XI|g__Anaerococcus","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Family XI|g__Anaerococcus",0.0232519803853925,0.0360316862182336
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Candidatus Soleaferrea","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Candidatus Soleaferrea",0.0213614439063779,0.0224942712224497
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales vadinBB60 group|g__uncultured bacterium","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales vadinBB60 group|g__uncultured bacterium",0.0196194887444837,0.0360316862182336
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Family XIII|g__[Eubacterium] nodatum group","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Family XIII|g__[Eubacterium] nodatum group",0.0189351761143011,0.0360316862182336
